id,category,text,buckwalter,phonemes,ipa,gold_ipa,exact_match,normalized_match,status,error
1557,idafa,شَمْسُ الْبَابِ,$amosu AlobaAbi,$ a m s u0 + l b aa b i0,ʃamsulˈbaːbi,,,,PASS,
1558,idafa,شَمْسُ الْفَصْلِ,$amosu AlofaSoli,$ a m s u0 + l f A S l i0,ʃamsulˈfɑsˤli,,,,PASS,
1559,idafa,شَمْسُ السُّوقِ,$amosu Als~uwqi,$ a m s u0 + ss uu0 q I0,ʃamsusˈsuːqi,,,,PASS,
1560,idafa,شَمْسُ الشَّارِعِ,$amosu Al$~aAriEi,$ a m s u0 + $$ aa r i0 E i0,ʃamsuʃˈʃaːriʕi,,,,PASS,
1561,idafa,شَمْسُ الصَّبَاحِ,$amosu AlS~abaAHi,$ a m s u0 + SS A b aa H i0,ʃamsusˤːɑˈbaːħi,,,,PASS,
1562,idafa,شَمْسُ النَّهَارِ,$amosu Aln~ahaAri,$ a m s u0 + nn a h aa r i0,ʃamsunːaˈhaːri,,,,PASS,
1563,idafa,شَمْسُ الْقَلْبِ,$amosu Aloqalobi,$ a m s u0 + l q A l b i0,ʃamsulˈqɑlbi,,,,PASS,
1564,idafa,شَمْسُ الصَّوْتِ,$amosu AlS~awoti,$ a m s u0 + SS A w t i0,ʃamsusˤˈsˤɑwti,,,,PASS,
1565,idafa,نَجْمُ الشَّمْسِ,najomu Al$~amosi,n a j m u0 + $$ a m s i0,naʤmuʃˈʃamsi,,,,PASS,
1566,idafa,نَجْمُ النَّاسِ,najomu Aln~aAsi,n a j m u0 + nn aa s i0,naʤmunˈnaːsi,,,,PASS,
1567,idafa,نَجْمُ الرَّجُلِ,najomu Alr~ajuli,n a j m u0 + rr a j u0 l i0,naʤˈmurːaʤuli,,,,PASS,
1568,idafa,نَجْمُ الطَّالِبِ,najomu AlT~aAlibi,n a j m u0 + TT AA l i0 b i0,naʤmutˤˈtˤɑːlibi,,,,PASS,
1569,idafa,نَجْمُ الصَّدِيقِ,najomu AlS~adiyqi,n a j m u0 + SS A d ii0 q I0,naʤmusˤːɑˈdiːqi,,,,PASS,
1570,idafa,نَجْمُ النُّورِ,najomu Aln~uwri,n a j m u0 + nn uu0 r i0,naʤmunˈnuːri,,,,PASS,
1571,idafa,نَجْمُ اللَّيْلِ,najomu All~ayoli,n a j m u0 + ll a y l i0,naʤmulˈlajli,,,,PASS,
1572,idafa,نَجْمُ النَّجْمِ,najomu Aln~ajomi,n a j m u0 + nn a j m i0,naʤmunˈnaʤmi,,,,PASS,
1573,idafa,نَجْمُ الْقَمَرِ,najomu Aloqamari,n a j m u0 + l q A m a r i0,naʤˈmulqɑmari,,,,PASS,
1574,idafa,نَجْمُ الْبَيْتِ,najomu Alobayoti,n a j m u0 + l b a y t i0,naʤmulˈbajti,,,,PASS,
1575,idafa,نَجْمُ الْكِتَابِ,najomu AlokitaAbi,n a j m u0 + l k i0 t aa b i0,naʤmulkiˈtaːbi,,,,PASS,
1576,idafa,نَجْمُ الْمَسْجِدِ,najomu Alomasojidi,n a j m u0 + l m a s j i0 d i0,naʤmulˈmasʤidi,,,,PASS,
1577,idafa,نَجْمُ الْبَابِ,najomu AlobaAbi,n a j m u0 + l b aa b i0,naʤmulˈbaːbi,,,,PASS,
1578,idafa,نَجْمُ الْفَصْلِ,najomu AlofaSoli,n a j m u0 + l f A S l i0,naʤmulˈfɑsˤli,,,,PASS,
1579,idafa,نَجْمُ السُّوقِ,najomu Als~uwqi,n a j m u0 + ss uu0 q I0,naʤmusˈsuːqi,,,,PASS,
1580,idafa,نَجْمُ الشَّارِعِ,najomu Al$~aAriEi,n a j m u0 + $$ aa r i0 E i0,naʤmuʃˈʃaːriʕi,,,,PASS,
1581,idafa,نَجْمُ الصَّبَاحِ,najomu AlS~abaAHi,n a j m u0 + SS A b aa H i0,naʤmusˤːɑˈbaːħi,,,,PASS,
1582,idafa,نَجْمُ النَّهَارِ,najomu Aln~ahaAri,n a j m u0 + nn a h aa r i0,naʤmunːaˈhaːri,,,,PASS,
1583,idafa,نَجْمُ الْقَلْبِ,najomu Aloqalobi,n a j m u0 + l q A l b i0,naʤmulˈqɑlbi,,,,PASS,
1584,idafa,نَجْمُ الصَّوْتِ,najomu AlS~awoti,n a j m u0 + SS A w t i0,naʤmusˤˈsˤɑwti,,,,PASS,
1585,idafa,صَبَاحُ الشَّمْسِ,SabaAHu Al$~amosi,S A b aa H u0 + $$ a m s i0,sˤɑbaːħuʃˈʃamsi,,,,PASS,
1586,idafa,صَبَاحُ النَّاسِ,SabaAHu Aln~aAsi,S A b aa H u0 + nn aa s i0,sˤɑbaːħunˈnaːsi,,,,PASS,
1587,idafa,صَبَاحُ الرَّجُلِ,SabaAHu Alr~ajuli,S A b aa H u0 + rr a j u0 l i0,sˤɑbaːˈħurːaʤuli,,,,PASS,
1588,idafa,صَبَاحُ الطَّالِبِ,SabaAHu AlT~aAlibi,S A b aa H u0 + TT AA l i0 b i0,sˤɑbaːħutˤˈtˤɑːlibi,,,,PASS,
1589,idafa,صَبَاحُ الصَّدِيقِ,SabaAHu AlS~adiyqi,S A b aa H u0 + SS A d ii0 q I0,sˤɑbaːħusˤːɑˈdiːqi,,,,PASS,
1590,idafa,صَبَاحُ النُّورِ,SabaAHu Aln~uwri,S A b aa H u0 + nn uu0 r i0,sˤɑbaːħunˈnuːri,,,,PASS,
1591,idafa,صَبَاحُ اللَّيْلِ,SabaAHu All~ayoli,S A b aa H u0 + ll a y l i0,sˤɑbaːħulˈlajli,,,,PASS,
1592,idafa,صَبَاحُ النَّجْمِ,SabaAHu Aln~ajomi,S A b aa H u0 + nn a j m i0,sˤɑbaːħunˈnaʤmi,,,,PASS,
1593,idafa,صَبَاحُ الْقَمَرِ,SabaAHu Aloqamari,S A b aa H u0 + l q A m a r i0,sˤɑbaːˈħulqɑmari,,,,PASS,
1594,idafa,صَبَاحُ الْبَيْتِ,SabaAHu Alobayoti,S A b aa H u0 + l b a y t i0,sˤɑbaːħulˈbajti,,,,PASS,
1595,idafa,صَبَاحُ الْكِتَابِ,SabaAHu AlokitaAbi,S A b aa H u0 + l k i0 t aa b i0,sˤɑbaːħulkiˈtaːbi,,,,PASS,
1596,idafa,صَبَاحُ الْمَسْجِدِ,SabaAHu Alomasojidi,S A b aa H u0 + l m a s j i0 d i0,sˤɑbaːħulˈmasʤidi,,,,PASS,
1597,idafa,صَبَاحُ الْبَابِ,SabaAHu AlobaAbi,S A b aa H u0 + l b aa b i0,sˤɑbaːħulˈbaːbi,,,,PASS,
1598,idafa,صَبَاحُ الْفَصْلِ,SabaAHu AlofaSoli,S A b aa H u0 + l f A S l i0,sˤɑbaːħulˈfɑsˤli,,,,PASS,
1599,idafa,صَبَاحُ السُّوقِ,SabaAHu Als~uwqi,S A b aa H u0 + ss uu0 q I0,sˤɑbaːħusˈsuːqi,,,,PASS,
1600,idafa,صَبَاحُ الشَّارِعِ,SabaAHu Al$~aAriEi,S A b aa H u0 + $$ aa r i0 E i0,sˤɑbaːħuʃˈʃaːriʕi,,,,PASS,
1601,idafa,صَبَاحُ الصَّبَاحِ,SabaAHu AlS~abaAHi,S A b aa H u0 + SS A b aa H i0,sˤɑbaːħusˤːɑˈbaːħi,,,,PASS,
1602,idafa,صَبَاحُ النَّهَارِ,SabaAHu Aln~ahaAri,S A b aa H u0 + nn a h aa r i0,sˤɑbaːħunːaˈhaːri,,,,PASS,
1603,idafa,صَبَاحُ الْقَلْبِ,SabaAHu Aloqalobi,S A b aa H u0 + l q A l b i0,sˤɑbaːħulˈqɑlbi,,,,PASS,
1604,idafa,صَبَاحُ الصَّوْتِ,SabaAHu AlS~awoti,S A b aa H u0 + SS A w t i0,sˤɑbaːħusˤˈsˤɑwti,,,,PASS,
1605,idafa,لَيْلُ الشَّمْسِ,layolu Al$~amosi,l a y l u0 + $$ a m s i0,lajluʃˈʃamsi,,,,PASS,
1606,idafa,لَيْلُ النَّاسِ,layolu Aln~aAsi,l a y l u0 + nn aa s i0,lajlunˈnaːsi,,,,PASS,
1607,idafa,لَيْلُ الرَّجُلِ,layolu Alr~ajuli,l a y l u0 + rr a j u0 l i0,lajˈlurːaʤuli,,,,PASS,
1608,idafa,لَيْلُ الطَّالِبِ,layolu AlT~aAlibi,l a y l u0 + TT AA l i0 b i0,lajlutˤˈtˤɑːlibi,,,,PASS,
1609,idafa,لَيْلُ الصَّدِيقِ,layolu AlS~adiyqi,l a y l u0 + SS A d ii0 q I0,lajlusˤːɑˈdiːqi,,,,PASS,
1610,idafa,لَيْلُ النُّورِ,layolu Aln~uwri,l a y l u0 + nn uu0 r i0,lajlunˈnuːri,,,,PASS,
1611,idafa,لَيْلُ اللَّيْلِ,layolu All~ayoli,l a y l u0 + ll a y l i0,lajlulˈlajli,,,,PASS,
1612,idafa,لَيْلُ النَّجْمِ,layolu Aln~ajomi,l a y l u0 + nn a j m i0,lajlunˈnaʤmi,,,,PASS,
1613,idafa,لَيْلُ الْقَمَرِ,layolu Aloqamari,l a y l u0 + l q A m a r i0,lajˈlulqɑmari,,,,PASS,
1614,idafa,لَيْلُ الْبَيْتِ,layolu Alobayoti,l a y l u0 + l b a y t i0,lajlulˈbajti,,,,PASS,
1615,idafa,لَيْلُ الْكِتَابِ,layolu AlokitaAbi,l a y l u0 + l k i0 t aa b i0,lajlulkiˈtaːbi,,,,PASS,
1616,idafa,لَيْلُ الْمَسْجِدِ,layolu Alomasojidi,l a y l u0 + l m a s j i0 d i0,lajlulˈmasʤidi,,,,PASS,
1617,idafa,لَيْلُ الْبَابِ,layolu AlobaAbi,l a y l u0 + l b aa b i0,lajlulˈbaːbi,,,,PASS,
1618,idafa,لَيْلُ الْفَصْلِ,layolu AlofaSoli,l a y l u0 + l f A S l i0,lajlulˈfɑsˤli,,,,PASS,
1619,idafa,لَيْلُ السُّوقِ,layolu Als~uwqi,l a y l u0 + ss uu0 q I0,lajlusˈsuːqi,,,,PASS,
1620,idafa,لَيْلُ الشَّارِعِ,layolu Al$~aAriEi,l a y l u0 + $$ aa r i0 E i0,lajluʃˈʃaːriʕi,,,,PASS,
1621,idafa,لَيْلُ الصَّبَاحِ,layolu AlS~abaAHi,l a y l u0 + SS A b aa H i0,lajlusˤːɑˈbaːħi,,,,PASS,
1622,idafa,لَيْلُ النَّهَارِ,layolu Aln~ahaAri,l a y l u0 + nn a h aa r i0,lajlunːaˈhaːri,,,,PASS,
1623,idafa,لَيْلُ الْقَلْبِ,layolu Aloqalobi,l a y l u0 + l q A l b i0,lajlulˈqɑlbi,,,,PASS,
1624,idafa,لَيْلُ الصَّوْتِ,layolu AlS~awoti,l a y l u0 + SS A w t i0,lajlusˤˈsˤɑwti,,,,PASS,
1625,idafa,نَهَارُ الشَّمْسِ,nahaAru Al$~amosi,n a h aa r u0 + $$ a m s i0,nahaːruʃˈʃamsi,,,,PASS,
1626,idafa,نَهَارُ النَّاسِ,nahaAru Aln~aAsi,n a h aa r u0 + nn aa s i0,nahaːrunˈnaːsi,,,,PASS,
1627,idafa,نَهَارُ الرَّجُلِ,nahaAru Alr~ajuli,n a h aa r u0 + rr a j u0 l i0,nahaːˈrurːaʤuli,,,,PASS,
1628,idafa,نَهَارُ الطَّالِبِ,nahaAru AlT~aAlibi,n a h aa r u0 + TT AA l i0 b i0,nahaːrutˤˈtˤɑːlibi,,,,PASS,
1629,idafa,نَهَارُ الصَّدِيقِ,nahaAru AlS~adiyqi,n a h aa r u0 + SS A d ii0 q I0,nahaːrusˤːɑˈdiːqi,,,,PASS,
1630,idafa,نَهَارُ النُّورِ,nahaAru Aln~uwri,n a h aa r u0 + nn uu0 r i0,nahaːrunˈnuːri,,,,PASS,
1631,idafa,نَهَارُ اللَّيْلِ,nahaAru All~ayoli,n a h aa r u0 + ll a y l i0,nahaːrulˈlajli,,,,PASS,
1632,idafa,نَهَارُ النَّجْمِ,nahaAru Aln~ajomi,n a h aa r u0 + nn a j m i0,nahaːrunˈnaʤmi,,,,PASS,
1633,idafa,نَهَارُ الْقَمَرِ,nahaAru Aloqamari,n a h aa r u0 + l q A m a r i0,nahaːˈrulqɑmari,,,,PASS,
1634,idafa,نَهَارُ الْبَيْتِ,nahaAru Alobayoti,n a h aa r u0 + l b a y t i0,nahaːrulˈbajti,,,,PASS,
1635,idafa,نَهَارُ الْكِتَابِ,nahaAru AlokitaAbi,n a h aa r u0 + l k i0 t aa b i0,nahaːrulkiˈtaːbi,,,,PASS,
1636,idafa,نَهَارُ الْمَسْجِدِ,nahaAru Alomasojidi,n a h aa r u0 + l m a s j i0 d i0,nahaːrulˈmasʤidi,,,,PASS,
1637,idafa,نَهَارُ الْبَابِ,nahaAru AlobaAbi,n a h aa r u0 + l b aa b i0,nahaːrulˈbaːbi,,,,PASS,
1638,idafa,نَهَارُ الْفَصْلِ,nahaAru AlofaSoli,n a h aa r u0 + l f A S l i0,nahaːrulˈfɑsˤli,,,,PASS,
1639,idafa,نَهَارُ السُّوقِ,nahaAru Als~uwqi,n a h aa r u0 + ss uu0 q I0,nahaːrusˈsuːqi,,,,PASS,
1640,idafa,نَهَارُ الشَّارِعِ,nahaAru Al$~aAriEi,n a h aa r u0 + $$ aa r i0 E i0,nahaːruʃˈʃaːriʕi,,,,PASS,
1641,idafa,نَهَارُ الصَّبَاحِ,nahaAru AlS~abaAHi,n a h aa r u0 + SS A b aa H i0,nahaːrusˤːɑˈbaːħi,,,,PASS,
1642,idafa,نَهَارُ النَّهَارِ,nahaAru Aln~ahaAri,n a h aa r u0 + nn a h aa r i0,nahaːrunːaˈhaːri,,,,PASS,
1643,idafa,نَهَارُ الْقَلْبِ,nahaAru Aloqalobi,n a h aa r u0 + l q A l b i0,nahaːrulˈqɑlbi,,,,PASS,
1644,idafa,نَهَارُ الصَّوْتِ,nahaAru AlS~awoti,n a h aa r u0 + SS A w t i0,nahaːrusˤˈsˤɑwti,,,,PASS,
1645,idafa,قَلْبُ الشَّمْسِ,qalobu Al$~amosi,q A l b u0 + $$ a m s i0,qɑlbuʃˈʃamsi,,,,PASS,
1646,idafa,قَلْبُ النَّاسِ,qalobu Aln~aAsi,q A l b u0 + nn aa s i0,qɑlbunˈnaːsi,,,,PASS,
1647,idafa,قَلْبُ الرَّجُلِ,qalobu Alr~ajuli,q A l b u0 + rr a j u0 l i0,qɑlˈburːaʤuli,,,,PASS,
1648,idafa,قَلْبُ الطَّالِبِ,qalobu AlT~aAlibi,q A l b u0 + TT AA l i0 b i0,qɑlbutˤˈtˤɑːlibi,,,,PASS,
1649,idafa,قَلْبُ الصَّدِيقِ,qalobu AlS~adiyqi,q A l b u0 + SS A d ii0 q I0,qɑlbusˤːɑˈdiːqi,,,,PASS,
1650,idafa,قَلْبُ النُّورِ,qalobu Aln~uwri,q A l b u0 + nn uu0 r i0,qɑlbunˈnuːri,,,,PASS,
1651,idafa,قَلْبُ اللَّيْلِ,qalobu All~ayoli,q A l b u0 + ll a y l i0,qɑlbulˈlajli,,,,PASS,
1652,idafa,قَلْبُ النَّجْمِ,qalobu Aln~ajomi,q A l b u0 + nn a j m i0,qɑlbunˈnaʤmi,,,,PASS,
1653,idafa,قَلْبُ الْقَمَرِ,qalobu Aloqamari,q A l b u0 + l q A m a r i0,qɑlˈbulqɑmari,,,,PASS,
1654,idafa,قَلْبُ الْبَيْتِ,qalobu Alobayoti,q A l b u0 + l b a y t i0,qɑlbulˈbajti,,,,PASS,
1655,idafa,قَلْبُ الْكِتَابِ,qalobu AlokitaAbi,q A l b u0 + l k i0 t aa b i0,qɑlbulkiˈtaːbi,,,,PASS,
1656,idafa,قَلْبُ الْمَسْجِدِ,qalobu Alomasojidi,q A l b u0 + l m a s j i0 d i0,qɑlbulˈmasʤidi,,,,PASS,
1657,idafa,قَلْبُ الْبَابِ,qalobu AlobaAbi,q A l b u0 + l b aa b i0,qɑlbulˈbaːbi,,,,PASS,
1658,idafa,قَلْبُ الْفَصْلِ,qalobu AlofaSoli,q A l b u0 + l f A S l i0,qɑlbulˈfɑsˤli,,,,PASS,
1659,idafa,قَلْبُ السُّوقِ,qalobu Als~uwqi,q A l b u0 + ss uu0 q I0,qɑlbusˈsuːqi,,,,PASS,
1660,idafa,قَلْبُ الشَّارِعِ,qalobu Al$~aAriEi,q A l b u0 + $$ aa r i0 E i0,qɑlbuʃˈʃaːriʕi,,,,PASS,
1661,idafa,قَلْبُ الصَّبَاحِ,qalobu AlS~abaAHi,q A l b u0 + SS A b aa H i0,qɑlbusˤːɑˈbaːħi,,,,PASS,
1662,idafa,قَلْبُ النَّهَارِ,qalobu Aln~ahaAri,q A l b u0 + nn a h aa r i0,qɑlbunːaˈhaːri,,,,PASS,
1663,idafa,قَلْبُ الْقَلْبِ,qalobu Aloqalobi,q A l b u0 + l q A l b i0,qɑlbulˈqɑlbi,,,,PASS,
1664,idafa,قَلْبُ الصَّوْتِ,qalobu AlS~awoti,q A l b u0 + SS A w t i0,qɑlbusˤˈsˤɑwti,,,,PASS,
1665,idafa,صَوْتُ الشَّمْسِ,Sawotu Al$~amosi,S A w t u0 + $$ a m s i0,sˤɑwtuʃˈʃamsi,,,,PASS,
1666,idafa,صَوْتُ النَّاسِ,Sawotu Aln~aAsi,S A w t u0 + nn aa s i0,sˤɑwtunˈnaːsi,,,,PASS,
1667,idafa,صَوْتُ الرَّجُلِ,Sawotu Alr~ajuli,S A w t u0 + rr a j u0 l i0,sˤɑwˈturːaʤuli,,,,PASS,
1668,idafa,صَوْتُ الطَّالِبِ,Sawotu AlT~aAlibi,S A w t u0 + TT AA l i0 b i0,sˤɑwtutˤˈtˤɑːlibi,,,,PASS,
1669,idafa,صَوْتُ الصَّدِيقِ,Sawotu AlS~adiyqi,S A w t u0 + SS A d ii0 q I0,sˤɑwtusˤːɑˈdiːqi,,,,PASS,
1670,idafa,صَوْتُ النُّورِ,Sawotu Aln~uwri,S A w t u0 + nn uu0 r i0,sˤɑwtunˈnuːri,,,,PASS,
1671,idafa,صَوْتُ اللَّيْلِ,Sawotu All~ayoli,S A w t u0 + ll a y l i0,sˤɑwtulˈlajli,,,,PASS,
1672,idafa,صَوْتُ النَّجْمِ,Sawotu Aln~ajomi,S A w t u0 + nn a j m i0,sˤɑwtunˈnaʤmi,,,,PASS,
1673,idafa,صَوْتُ الْقَمَرِ,Sawotu Aloqamari,S A w t u0 + l q A m a r i0,sˤɑwˈtulqɑmari,,,,PASS,
1674,idafa,صَوْتُ الْبَيْتِ,Sawotu Alobayoti,S A w t u0 + l b a y t i0,sˤɑwtulˈbajti,,,,PASS,
1675,idafa,صَوْتُ الْكِتَابِ,Sawotu AlokitaAbi,S A w t u0 + l k i0 t aa b i0,sˤɑwtulkiˈtaːbi,,,,PASS,
1676,idafa,صَوْتُ الْمَسْجِدِ,Sawotu Alomasojidi,S A w t u0 + l m a s j i0 d i0,sˤɑwtulˈmasʤidi,,,,PASS,
1677,idafa,صَوْتُ الْبَابِ,Sawotu AlobaAbi,S A w t u0 + l b aa b i0,sˤɑwtulˈbaːbi,,,,PASS,
1678,idafa,صَوْتُ الْفَصْلِ,Sawotu AlofaSoli,S A w t u0 + l f A S l i0,sˤɑwtulˈfɑsˤli,,,,PASS,
1679,idafa,صَوْتُ السُّوقِ,Sawotu Als~uwqi,S A w t u0 + ss uu0 q I0,sˤɑwtusˈsuːqi,,,,PASS,
1680,idafa,صَوْتُ الشَّارِعِ,Sawotu Al$~aAriEi,S A w t u0 + $$ aa r i0 E i0,sˤɑwtuʃˈʃaːriʕi,,,,PASS,
1681,idafa,صَوْتُ الصَّبَاحِ,Sawotu AlS~abaAHi,S A w t u0 + SS A b aa H i0,sˤɑwtusˤːɑˈbaːħi,,,,PASS,
1682,idafa,صَوْتُ النَّهَارِ,Sawotu Aln~ahaAri,S A w t u0 + nn a h aa r i0,sˤɑwtunːaˈhaːri,,,,PASS,
1683,idafa,صَوْتُ الْقَلْبِ,Sawotu Aloqalobi,S A w t u0 + l q A l b i0,sˤɑwtulˈqɑlbi,,,,PASS,
1684,idafa,صَوْتُ الصَّوْتِ,Sawotu AlS~awoti,S A w t u0 + SS A w t i0,sˤɑwtusˤˈsˤɑwti,,,,PASS,
1685,idafa,زَمَنُ الشَّمْسِ,zamanu Al$~amosi,z a m a n u0 + $$ a m s i0,zamanuʃˈʃamsi,,,,PASS,
1686,idafa,زَمَنُ النَّاسِ,zamanu Aln~aAsi,z a m a n u0 + nn aa s i0,zamanunˈnaːsi,,,,PASS,
1687,idafa,زَمَنُ الرَّجُلِ,zamanu Alr~ajuli,z a m a n u0 + rr a j u0 l i0,zamaˈnurːaʤuli,,,,PASS,
1688,idafa,زَمَنُ الطَّالِبِ,zamanu AlT~aAlibi,z a m a n u0 + TT AA l i0 b i0,zamanutˤˈtˤɑːlibi,,,,PASS,
1689,idafa,زَمَنُ الصَّدِيقِ,zamanu AlS~adiyqi,z a m a n u0 + SS A d ii0 q I0,zamanusˤːɑˈdiːqi,,,,PASS,
1690,idafa,زَمَنُ النُّورِ,zamanu Aln~uwri,z a m a n u0 + nn uu0 r i0,zamanunˈnuːri,,,,PASS,
1691,idafa,زَمَنُ اللَّيْلِ,zamanu All~ayoli,z a m a n u0 + ll a y l i0,zamanulˈlajli,,,,PASS,
1692,idafa,زَمَنُ النَّجْمِ,zamanu Aln~ajomi,z a m a n u0 + nn a j m i0,zamanunˈnaʤmi,,,,PASS,
1693,idafa,زَمَنُ الْقَمَرِ,zamanu Aloqamari,z a m a n u0 + l q A m a r i0,zamaˈnulqɑmari,,,,PASS,
1694,idafa,زَمَنُ الْبَيْتِ,zamanu Alobayoti,z a m a n u0 + l b a y t i0,zamanulˈbajti,,,,PASS,
1695,idafa,زَمَنُ الْكِتَابِ,zamanu AlokitaAbi,z a m a n u0 + l k i0 t aa b i0,zamanulkiˈtaːbi,,,,PASS,
1696,idafa,زَمَنُ الْمَسْجِدِ,zamanu Alomasojidi,z a m a n u0 + l m a s j i0 d i0,zamanulˈmasʤidi,,,,PASS,
1697,idafa,زَمَنُ الْبَابِ,zamanu AlobaAbi,z a m a n u0 + l b aa b i0,zamanulˈbaːbi,,,,PASS,
1698,idafa,زَمَنُ الْفَصْلِ,zamanu AlofaSoli,z a m a n u0 + l f A S l i0,zamanulˈfɑsˤli,,,,PASS,
1699,idafa,زَمَنُ السُّوقِ,zamanu Als~uwqi,z a m a n u0 + ss uu0 q I0,zamanusˈsuːqi,,,,PASS,
1700,idafa,زَمَنُ الشَّارِعِ,zamanu Al$~aAriEi,z a m a n u0 + $$ aa r i0 E i0,zamanuʃˈʃaːriʕi,,,,PASS,
1701,idafa,زَمَنُ الصَّبَاحِ,zamanu AlS~abaAHi,z a m a n u0 + SS A b aa H i0,zamanusˤːɑˈbaːħi,,,,PASS,
1702,idafa,زَمَنُ النَّهَارِ,zamanu Aln~ahaAri,z a m a n u0 + nn a h aa r i0,zamanunːaˈhaːri,,,,PASS,
1703,idafa,زَمَنُ الْقَلْبِ,zamanu Aloqalobi,z a m a n u0 + l q A l b i0,zamanulˈqɑlbi,,,,PASS,
1704,idafa,زَمَنُ الصَّوْتِ,zamanu AlS~awoti,z a m a n u0 + SS A w t i0,zamanusˤˈsˤɑwti,,,,PASS,
1705,nominal_indefinite,كِتَابٌ كَبِيرٌ,kitaAbN kabiyrN,k i0 t aa b u1 n + k a b ii0 r u1 n,kiˈtaːbun kaˈbiːrun,,,,PASS,
1706,nominal_indefinite,كِتَابٌ صَغِيرٌ,kitaAbN SagiyrN,k i0 t aa b u1 n + S A g II0 r u1 n,kiˈtaːbun sˤɑˈɣiːrun,,,,PASS,
1707,nominal_indefinite,كِتَابٌ جَدِيدٌ,kitaAbN jadiydN,k i0 t aa b u1 n + j a d ii0 d u1 n,kiˈtaːbun ʤaˈdiːdun,,,,PASS,
1708,nominal_indefinite,كِتَابٌ قَدِيمٌ,kitaAbN qadiymN,k i0 t aa b u1 n + q A d ii0 m u1 n,kiˈtaːbun qɑˈdiːmun,,,,PASS,
1709,nominal_indefinite,كِتَابٌ جَمِيلٌ,kitaAbN jamiylN,k i0 t aa b u1 n + j a m ii0 l u1 n,kiˈtaːbun ʤaˈmiːlun,,,,PASS,
1710,nominal_indefinite,كِتَابٌ صَعْبٌ,kitaAbN SaEobN,k i0 t aa b u1 n + S A E b u1 n,kiˈtaːbun ˈsˤɑʕbun,,,,PASS,
1711,nominal_indefinite,كِتَابٌ مُهِمٌّ,kitaAbN muhim~N,k i0 t aa b u1 n + m u0 h i0 mm u1 n,kiˈtaːbun muˈhimːun,,,,PASS,
1712,nominal_indefinite,كِتَابٌ خَطِيرٌ,kitaAbN xaTiyrN,k i0 t aa b u1 n + x A T II0 r u1 n,kiˈtaːbun xɑˈtˤiːrun,,,,PASS,
1713,nominal_indefinite,كِتَابٌ وَاضِحٌ,kitaAbN waADiHN,k i0 t aa b u1 n + w a D I0 H u1 n,kiˈtaːbun ˈwadˤiħun,,,,PASS,
1714,nominal_indefinite,كِتَابٌ قَرِيبٌ,kitaAbN qariybN,k i0 t aa b u1 n + q A r ii0 b u1 n,kiˈtaːbun qɑˈriːbun,,,,PASS,
1715,nominal_indefinite,كِتَابٌ بَعِيدٌ,kitaAbN baEiydN,k i0 t aa b u1 n + b a E ii0 d u1 n,kiˈtaːbun baˈʕiːdun,,,,PASS,
1716,nominal_indefinite,كِتَابٌ سَرِيعٌ,kitaAbN sariyEN,k i0 t aa b u1 n + s a r ii0 E u1 n,kiˈtaːbun saˈriːʕun,,,,PASS,
1717,nominal_indefinite,كِتَابٌ بَطِيءٌ,kitaAbN baTiy'N,k i0 t aa b u1 n + b A T II0 < u1 n,kiˈtaːbun bɑˈtˤiːʔun,,,,PASS,
1718,nominal_indefinite,كِتَابٌ طَوِيلٌ,kitaAbN TawiylN,k i0 t aa b u1 n + T A w ii0 l u1 n,kiˈtaːbun tˤɑˈwiːlun,,,,PASS,
1719,nominal_indefinite,كِتَابٌ قَصِيرٌ,kitaAbN qaSiyrN,k i0 t aa b u1 n + q A S II0 r u1 n,kiˈtaːbun qɑˈsˤiːrun,,,,PASS,
1720,nominal_indefinite,كِتَابٌ قَوِيٌّ,kitaAbN qawiy~N,k i0 t aa b u1 n + q A w i0 yy u1 n,kiˈtaːbun qɑˈwijːun,,,,PASS,
1721,nominal_indefinite,كِتَابٌ ضَعِيفٌ,kitaAbN DaEiyfN,k i0 t aa b u1 n + D A E ii0 f u1 n,kiˈtaːbun dˤɑˈʕiːfun,,,,PASS,
1722,nominal_indefinite,كِتَابٌ مُمْتَازٌ,kitaAbN mumotaAzN,k i0 t aa b u1 n + m u0 m t aa z u1 n,kiˈtaːbun mumˈtaːzun,,,,PASS,
1723,nominal_indefinite,كِتَابٌ مَفْتُوحٌ,kitaAbN mafotuwHN,k i0 t aa b u1 n + m a f t uu0 H u1 n,kiˈtaːbun mafˈtuːħun,,,,PASS,
1724,nominal_indefinite,كِتَابٌ مُغْلَقٌ,kitaAbN mugolaqN,k i0 t aa b u1 n + m u0 g l A q U1 n,kiˈtaːbun ˈmuɣlɑqun,,,,PASS,
1725,nominal_indefinite,بَيْتٌ كَبِيرٌ,bayotN kabiyrN,b a y t u1 n + k a b ii0 r u1 n,ˈbajtun kaˈbiːrun,,,,PASS,
1726,nominal_indefinite,بَيْتٌ صَغِيرٌ,bayotN SagiyrN,b a y t u1 n + S A g II0 r u1 n,ˈbajtun sˤɑˈɣiːrun,,,,PASS,
1727,nominal_indefinite,بَيْتٌ جَدِيدٌ,bayotN jadiydN,b a y t u1 n + j a d ii0 d u1 n,ˈbajtun ʤaˈdiːdun,,,,PASS,
1728,nominal_indefinite,بَيْتٌ قَدِيمٌ,bayotN qadiymN,b a y t u1 n + q A d ii0 m u1 n,ˈbajtun qɑˈdiːmun,,,,PASS,
